数据点,cx,cy,象限,FPGA(KF)计算角度(°),MATLAB计算角度(°)
      15818, 18917, 21621,0,76.026016,76.319769
      15819, 18893, 21631,0,76.333757,76.620516
      15820, 18873, 21647,0,76.627510,76.893286
      15821, 18833, 21571,0,76.907274,77.159062
      15822, 18820, 21617,0,77.173051,77.424839
      15823, 18791, 21641,0,77.438827,77.718592
      15824, 18772, 21650,0,77.732580,78.005350
      15825, 18748, 21669,0,78.005350,78.292109
      15826, 18717, 21669,0,78.292109,78.568376
      15827, 18695, 21680,0,78.582365,78.862129
      15828, 18675, 21603,0,78.876117,79.078947
      15829, 18638, 21645,0,79.078947,79.372699
      15830, 18618, 21663,0,79.372699,79.659458
      15831, 18600, 21691,0,79.666452,79.932229
      15832, 18578, 21699,0,79.932229,80.204999
      15833, 18548, 21707,0,80.204999,80.477769
      15834, 18527, 21719,0,80.491758,80.771522
      15835, 18502, 21719,0,80.764528,81.037299
      15836, 18466, 21672,0,81.037299,81.324057
      15837, 18442, 21705,0,81.324057,81.624804
      15838, 18425, 21717,0,81.617810,81.897574
      15839, 18396, 21729,0,81.897574,82.177339
      15840, 18375, 21737,0,82.177339,82.450109
      15841, 18357, 21740,0,82.450109,82.701898
      15842, 18329, 21755,0,82.701898,82.967674
      15843, 18298, 21697,0,82.967674,83.240444
      15844, 18280, 21715,0,83.240444,83.499227
      15845, 18252, 21736,0,83.499227,83.765003
      15846, 18229, 21756,0,83.771997,84.044767
      15847, 18205, 21761,0,84.044767,84.317538
      15848, 18180, 21764,0,84.310544,84.583314
      15849, 18157, 21770,0,84.597302,84.849090
      15850, 18125, 21709,0,84.863079,85.121861
      15851, 18104, 21745,0,85.135849,85.394631
      15852, 18081, 21752,0,85.408620,85.667402
      15853, 18064, 21771,0,85.660408,85.912196
      15854, 18034, 21781,0,85.912196,86.177972
      15855, 18014, 21785,0,86.191960,86.450743
      15856, 17988, 21787,0,86.443748,86.716519
      15857, 17956, 21708,0,86.702531,86.982295
      15858, 17935, 21747,0,86.982295,87.248071
      15859, 17915, 21768,0,87.255066,87.506854
      15860, 17887, 21781,0,87.506854,87.772630
      15861, 17861, 21789,0,87.786618,88.052395
      15862, 17846, 21790,0,88.066383,88.290194
      15863, 17816, 21796,0,88.304183,88.569959
      15864, 17802, 21712,0,88.569959,88.793771
      15865, 17762, 21751,0,88.793771,89.094517
      15866, 17734, 21772,0,89.094517,89.381276
      15867, 17711, 21787,0,89.395264,89.668035
      15868, 17686, 21789,0,89.682023,89.940805
      15869, 17663, 21794,0,89.968782,90.230806
      15870, 17640, 21796,1,90.237800,90.489588
      15871, 17612, 21800,1,90.503576,90.776347
      15872, 17586, 21748,1,90.783341,91.056111
      15873, 17567, 21763,1,91.070099,91.321887
      15874, 17539, 21775,1,91.321887,91.587664
      15875, 17514, 21790,1,91.594658,91.853440
      15876, 17491, 21792,1,91.860434,92.126211
      15877, 17467, 21795,1,92.126211,92.391987
      15878, 17441, 21797,1,92.398981,92.657763
      15879, 17421, 21738,1,92.657763,92.916545
      15880, 17392, 21757,1,92.930534,93.196310
      15881, 17368, 21773,1,93.203304,93.455092
      15882, 17339, 21785,1,93.469080,93.734857
      15883, 17309, 21785,1,93.748845,94.042598
      15884, 17291, 21785,1,94.049592,94.308374
      15885, 17263, 21791,1,94.315368,94.574150
      15886, 17238, 21722,1,94.588139,94.860909
      15887, 17219, 21747,1,94.888885,95.133679
      15888, 17190, 21760,1,95.147668,95.406450
      15889, 17166, 21774,1,95.420438,95.672226
      15890, 17143, 21765,1,95.679220,95.931008
      15891, 17116, 21769,1,95.938003,96.196785
      15892, 17087, 21768,1,96.210773,96.483543
      15893, 17077, 21695,1,96.490538,96.749320
      15894, 17047, 21727,1,96.749320,97.015096
      15895, 17018, 21744,1,97.022090,97.287866
      15896, 16992, 21749,1,97.301855,97.567631
      15897, 16964, 21755,1,97.567631,97.840401
      15898, 16947, 21752,1,97.854390,98.092190
      15899, 16924, 21752,1,98.092190,98.357966
      15900, 16913, 21659,1,98.357966,98.609754
      15901, 16876, 21701,1,98.609754,98.882524
      15902, 16849, 21717,1,98.882524,99.155295
      15903, 16818, 21723,1,99.169283,99.456042
      15904, 16793, 21720,1,99.456042,99.735806
      15905, 16766, 21716,1,99.742800,100.022565
      15906, 16749, 21715,1,100.036553,100.281347
      15907, 16717, 21721,1,100.295335,100.561112
      15908, 16701, 21666,1,100.568106,100.847870
      15909, 16676, 21681,1,100.847870,101.120641
      15910, 16651, 21685,1,101.127635,101.386417
      15911, 16626, 21694,1,101.393411,101.634708
      15912, 16596, 21691,1,101.634708,101.914473
      15913, 16571, 21685,1,101.921467,102.201231
      15914, 16544, 21681,1,102.201231,102.480996
      15915, 16534, 21621,1,102.494984,102.760760
      15916, 16506, 21639,1,102.767755,103.026537
      15917, 16470, 21646,1,103.040525,103.327284
      15918, 16446, 21661,1,103.341272,103.600054
      15919, 16423, 21655,1,103.614042,103.879819
      15920, 16398, 21649,1,103.886813,104.152589
      15921, 16376, 21644,1,104.159583,104.411371
      15922, 16372, 21583,1,104.418365,104.663159
      15923, 16335, 21601,1,104.663159,104.942924
      15924, 16304, 21607,1,104.942924,105.222688
      15925, 16280, 21609,1,105.236677,105.502453
      15926, 16258, 21609,1,105.502453,105.761235
      15927, 16229, 21604,1,105.775223,106.041000
      15928, 16204, 21600,1,106.054988,106.313770
      15929, 16209, 21526,1,106.327758,106.565558
      15930, 16170, 21554,1,106.579547,106.838329
      15931, 16141, 21559,1,106.852317,107.118093
      15932, 16120, 21563,1,107.118093,107.369881
      15933, 16095, 21565,1,107.376876,107.628664
      15934, 16069, 21555,1,107.628664,107.887446
      15935, 16044, 21549,1,107.894440,108.160216
      15936, 16053, 21472,1,108.167210,108.405010
      15937, 16011, 21499,1,108.405010,108.674284
      15938, 15977, 21512,1,108.674284,108.961042
      15939, 15953, 21504,1,108.961042,109.233813
      15940, 15934, 21505,1,109.247801,109.492595
      15941, 15904, 21507,1,109.492595,109.758371
      15942, 15883, 21492,1,109.765365,110.017153
      15943, 15864, 21491,1,110.031142,110.268942
      15944, 15853, 21430,1,110.282930,110.555700
      15945, 15828, 21445,1,110.569688,110.814482
      15946, 15794, 21453,1,110.821477,111.080259
      15947, 15751, 21448,1,111.094247,111.415976
      15948, 15743, 21439,1,111.429964,111.688747
      15949, 15718, 21433,1,111.702735,111.954523
      15950, 15690, 21422,1,111.968511,112.241282
      15951, 15692, 21364,1,112.248276,112.521046
      15952, 15660, 21377,1,112.528040,112.800811
      15953, 15630, 21383,1,112.800811,113.059593
      15954, 15598, 21381,1,113.073581,113.353346
      15955, 15581, 21373,1,113.367334,113.612128
      15956, 15549, 21373,1,113.619122,113.898887
      15957, 15530, 21359,1,113.912875,114.171657
      15958, 15537, 21286,1,114.185645,114.451422
      15959, 15499, 21307,1,114.458416,114.717198
      15960, 15474, 21309,1,114.731186,114.989968
      15961, 15444, 21307,1,114.996962,115.269733
      15962, 15419, 21304,1,115.269733,115.525018
      15963, 15396, 21284,1,115.539006,115.818771
      15964, 15373, 21281,1,115.832759,116.098535
      15965, 15384, 21216,1,116.112524,116.350323
      15966, 15344, 21228,1,116.357318,116.644076
      15967, 15309, 21232,1,116.644076,116.930835
      15968, 15292, 21225,1,116.937829,117.196611
      15969, 15261, 21229,1,117.210599,117.462387
      15970, 15236, 21207,1,117.469382,117.763134
      15971, 15210, 21203,1,117.777123,118.056887
      15972, 15228, 21122,1,118.070875,118.350640
      15973, 15188, 21145,1,118.350640,118.623410
      15974, 15157, 21145,1,118.630404,118.917163
      15975, 15128, 21145,1,118.917163,119.189934
      15976, 15099, 21135,1,119.196928,119.490680
      15977, 15092, 21125,1,119.497675,119.721486
      15978, 15057, 21121,1,119.735474,120.015239
      15979, 15044, 21031,1,120.022233,120.406909
      15980, 15047, 21048,1,120.420898,120.651703
      15981, 15008, 21056,1,120.651703,120.903491
      15982, 14973, 21053,1,120.903491,121.197244
      15983, 14956, 21046,1,121.197244,121.442038
      15984, 14931, 21049,1,121.456026,121.686832
      15985, 14905, 21023,1,121.693826,121.980585
      15986, 14887, 21015,1,121.987579,122.246361
      15987, 14896, 20959,1,122.253355,122.512138
      15988, 14863, 20964,1,122.512138,122.770920
      15989, 14829, 20963,1,122.784908,123.071667
      15990, 14809, 20955,1,123.071667,123.337443
      15991, 14776, 20945,1,123.337443,123.631196
      15992, 14760, 20931,1,123.638190,123.910960
      15993, 14731, 20927,1,123.917954,124.190725
      15994, 14750, 20852,1,124.204713,124.484478
      15995, 14711, 20867,1,124.484478,124.764242
      15996, 14683, 20862,1,124.778230,125.051001
      15997, 14654, 20847,1,125.064989,125.351748
      15998, 14631, 20841,1,125.365736,125.645501
      15999, 14611, 20828,1,125.652495,125.932259
      16000, 14584, 20809,1,125.939253,126.233006
      16001, 14609, 20745,1,126.246994,126.519765
      16002, 14567, 20753,1,126.526759,126.813518
      16003, 14528, 20753,1,126.820512,127.128253
      16004, 14505, 20744,1,127.135247,127.422005
      16005, 14485, 20742,1,127.429000,127.680788
      16006, 14460, 20726,1,127.701770,127.960552
      16007, 14438, 20711,1,127.981535,128.247311
      16008, 14472, 20633,1,128.254305,128.527075
      16009, 14428, 20647,1,128.541064,128.806840
      16010, 14396, 20645,1,128.820828,129.086604
      16011, 14370, 20640,1,129.100593,129.359375
      16012, 14338, 20623,1,129.380357,129.663619
      16013, 14320, 20616,1,129.677607,129.957372
      16014, 14300, 20600,1,129.964366,130.230142
      16015, 14282, 20513,1,130.237136,130.691754
      16016, 14294, 20529,1,130.698748,130.929553
      16017, 14262, 20528,1,130.936548,131.174347
      16018, 14228, 20524,1,131.188336,131.440124
      16019, 14208, 20507,1,131.440124,131.719888
      16020, 14188, 20498,1,131.726882,131.978670
      16021, 14166, 20484,1,131.985665,132.244447
      16022, 14144, 20465,1,132.251441,132.524211
      16023, 14170, 20409,1,132.531205,132.789988
      16024, 14130, 20416,1,132.803976,133.069752
      16025, 14096, 20401,1,133.076746,133.370499
      16026, 14077, 20390,1,133.377493,133.650264
      16027, 14056, 20377,1,133.664252,133.930028
      16028, 14036, 20364,1,133.944016,134.209793
      16029, 14015, 20352,1,134.216787,134.482563
      16030, 14051, 20284,1,134.489557,134.748340
      16031, 14007, 20292,1,134.755334,135.017613
      16032, 13967, 20278,1,135.024607,135.332348
      16033, 13950, 20275,1,135.346336,135.598124
      16034, 13930, 20251,1,135.619107,135.905865
      16035, 13907, 20236,1,135.912859,136.206612
      16036, 13881, 20219,1,136.213606,136.514353
      16037, 13921, 20155,1,136.521347,136.808106
      16038, 13877, 20163,1,136.815100,137.080876
      16039, 13852, 20145,1,137.094865,137.381623
      16040, 13825, 20140,1,137.395612,137.668382
      16041, 13796, 20126,1,137.675376,137.962135
      16042, 13779, 20109,1,137.969129,138.255888
      16043, 13754, 20076,1,138.262882,138.598599
      16044, 13812, 20016,1,138.612587,138.864375
      16045, 13756, 20021,1,138.885358,139.165122
      16046, 13728, 20007,1,139.186105,139.486852
      16047, 13699, 20002,1,139.500840,139.780604
      16048, 13674, 19983,1,139.780604,140.081351
      16049, 13656, 19974,1,140.088345,140.368110
      16050, 13638, 19950,1,140.375104,140.651371
      16051, 13698, 19881,1,140.651371,140.917148
      16052, 13643, 19883,1,140.917148,141.217895
      16053, 13605, 19873,1,141.217895,141.532630
      16054, 13585, 19867,1,141.532630,141.791412
      16055, 13556, 19851,1,141.798406,142.099153
      16056, 13546, 19828,1,142.106147,142.392906
      16057, 13520, 19799,1,142.392906,142.721629
      16058, 13506, 19784,1,142.742611,143.029370
      16059, 13532, 19734,1,143.043358,143.330117
      16060, 13495, 19724,1,143.337111,143.651846
      16061, 13480, 19716,1,143.658840,143.924617
      16062, 13447, 19700,1,143.924617,144.211375
      16063, 13430, 19677,1,144.218369,144.519116
      16064, 13406, 19661,1,144.526110,144.826857
      16065, 13397, 19645,1,144.833851,145.099628
      16066, 13433, 19589,1,145.106622,145.386386
      16067, 13390, 19582,1,145.393381,145.680139
      16068, 13365, 19563,1,145.694127,145.994874
      16069, 13339, 19543,1,146.008863,146.323598
      16070, 13323, 19538,1,146.337586,146.596368
      16071, 13307, 19520,1,146.603362,146.855150
      16072, 13288, 19490,1,146.862144,147.162891
      16073, 13336, 19443,1,147.176880,147.435662
      16074, 13299, 19428,1,147.442656,147.729415
      16075, 13268, 19419,1,147.743403,148.016173
      16076, 13245, 19406,1,148.030161,148.309926
      16077, 13222, 19375,1,148.309926,148.624661
      16078, 13205, 19357,1,148.638649,148.946390
      16079, 13193, 19331,1,148.960379,149.261125
      16080, 13246, 19282,1,149.275114,149.526902
      16081, 13198, 19280,1,149.554878,149.813660
      16082, 13168, 19257,1,149.834643,150.142384
      16083, 13144, 19238,1,150.149378,150.464113
      16084, 13132, 19223,1,150.471107,150.750872
      16085, 13111, 19197,1,150.764860,151.072601
      16086, 13097, 19178,1,151.079595,151.373348
      16087, 13158, 19118,1,151.380342,151.674095
      16088, 13107, 19106,1,151.674095,151.995824
      16089, 13079, 19089,1,151.995824,152.317553
      16090, 13051, 19078,1,152.324547,152.625294
      16091, 13032, 19055,1,152.639282,152.933035
      16092, 13022, 19035,1,152.947023,153.240776
      16093, 13006, 19021,1,153.247770,153.513547
      16094, 12986, 18998,1,153.520541,153.800305
      16095, 13031, 18948,1,153.807299,154.094058
      16096, 12995, 18939,1,154.101052,154.380817
      16097, 12967, 18916,1,154.380817,154.671072
      16098, 12950, 18890,1,154.678067,154.992802
      16099, 12934, 18871,1,155.013784,155.314531
      16100, 12920, 18841,1,155.328519,155.643254
      16101, 12903, 18825,1,155.664237,155.950995
      16102, 12958, 18782,1,155.971978,156.223766
      16103, 12914, 18770,1,156.244748,156.517518
      16104, 12887, 18753,1,156.531507,156.804277
      16105, 12876, 18733,1,156.825259,157.098030
      16106, 12858, 18713,1,157.105024,157.370800
      16107, 12856, 18691,1,157.377794,157.643571
      16108, 12840, 18669,1,157.650565,157.937324
      16109, 12889, 18622,1,157.937324,158.217088
      16110, 12855, 18609,1,158.217088,158.489859
      16111, 12823, 18585,1,158.503847,158.797600
      16112, 12804, 18571,1,158.811588,159.105341
      16113, 12792, 18543,1,159.112335,159.406087
      16114, 12785, 18520,1,159.413082,159.699840
      16115, 12771, 18502,1,159.706834,159.993593
      16116, 12837, 18457,1,160.000587,160.245381
      16117, 12794, 18440,1,160.259369,160.546128
      16118, 12761, 18423,1,160.546128,160.846875
      16119, 12744, 18401,1,160.853869,161.154616
      16120, 12727, 18379,1,161.154616,161.448369
      16121, 12716, 18351,1,161.448369,161.759607
      16122, 12703, 18330,1,161.759607,162.060354
      16123, 12774, 18282,1,162.060354,162.354106
      16124, 12734, 18263,1,162.354106,162.661847
      16125, 12708, 18242,1,162.675836,162.983577
      16126, 12684, 18224,1,162.997565,163.284323
      16127, 12674, 18194,1,163.298312,163.613047
      16128, 12660, 18176,1,163.620041,163.920788
      16129, 12645, 18153,1,163.920788,164.214541
      16130, 12637, 18128,1,164.221535,164.515287
      16131, 12683, 18089,1,164.522282,164.809040
      16132, 12654, 18066,1,164.816034,165.116781
      16133, 12632, 18045,1,165.123775,165.431516
      16134, 12614, 18017,1,165.445505,165.767234
      16135, 12604, 17999,1,165.774228,166.060987
      16136, 12593, 17972,1,166.060987,166.354739
      16137, 12589, 17950,1,166.368728,166.648492
      16138, 12642, 17911,1,166.662480,166.949239
      16139, 12612, 17885,1,166.949239,167.263974
      16140, 12586, 17867,1,167.270968,167.578709
      16141, 12574, 17839,1,167.578709,167.879456
      16142, 12562, 17812,1,167.893444,168.201185
      16143, 12553, 17791,1,168.215174,168.498435
      16144, 12547, 17766,1,168.505429,168.799182
      16145, 12609, 17727,1,168.813170,169.099929
      16146, 12568, 17707,1,169.113917,169.414664
      16147, 12547, 17676,1,169.421658,169.750382
      16148, 12536, 17658,1,169.764370,170.051128
      16149, 12523, 17633,1,170.051128,170.351875
      16150, 12517, 17611,1,170.358869,170.645628
      16151, 12509, 17586,1,170.652622,170.946375
      16152, 12584, 17549,1,170.939381,171.233134
      16153, 12547, 17527,1,171.240128,171.533881
      16154, 12524, 17508,1,171.533881,171.820639
      16155, 12508, 17477,1,171.820639,172.128380
      16156, 12496, 17454,1,172.128380,172.429127
      16157, 12490, 17431,1,172.429127,172.729874
      16158, 12482, 17403,1,172.729874,173.044609
      16159, 12567, 17366,1,173.030621,173.338362
      16160, 12529, 17344,1,173.352350,173.639109
      16161, 12504, 17319,1,173.653097,173.960838
      16162, 12487, 17303,1,173.960838,174.233608
      16163, 12472, 17273,1,174.240603,174.534355
      16164, 12464, 17250,1,174.548344,174.835102
      16165, 12462, 17218,1,174.835102,175.135849
      16166, 12458, 17190,1,175.149837,175.457578
      16167, 12513, 17162,1,175.471567,175.765319
      16168, 12488, 17135,1,175.779308,176.073060
      16169, 12467, 17107,1,176.087049,176.401784
      16170, 12461, 17079,1,176.415772,176.716519
      16171, 12452, 17053,1,176.737501,177.045242
      16172, 12453, 17027,1,177.052236,177.352983
      16173, 12446, 17000,1,177.366971,177.667718
      16174, 12504, 16980,1,177.681707,177.954477
      16175, 12477, 16951,1,177.961471,178.262218
      16176, 12464, 16922,1,178.262218,178.562965
      16177, 12456, 16893,1,178.576953,178.891688
      16178, 12445, 16864,1,178.898682,179.213417
      16179, 12439, 16840,1,179.227406,179.528153
      16180, 12434, 16816,1,179.535147,179.828899
      16181, 12505, 16798,1,179.835894,180.104912
      16182, 12480, 16768,2,180.104912,180.398664
      16183, 12462, 16743,2,180.405659,180.692417
      16184, 12448, 16711,2,180.692417,180.993164
      16185, 12446, 16681,2,181.000158,181.314893
      16186, 12449, 16657,2,181.328882,181.629628
      16187, 12448, 16629,2,181.636623,181.937369
      16188, 12527, 16605,2,181.958352,182.252105
      16189, 12489, 16581,2,182.266093,182.566840
      16190, 12469, 16551,2,182.573834,182.867587
      16191, 12464, 16523,2,182.867587,183.182322
      16192, 12467, 16502,2,183.189316,183.469080
      16193, 12459, 16472,2,183.483069,183.776821
      16194, 12458, 16445,2,183.790810,184.084562
      16195, 12537, 16428,2,184.091557,184.385309
      16196, 12505, 16396,2,184.378315,184.686056
      16197, 12490, 16371,2,184.700044,184.986803
      16198, 12488, 16344,2,184.986803,185.294544
      16199, 12481, 16320,2,185.294544,185.581303
      16200, 12475, 16292,2,185.581303,185.889044
      16201, 12471, 16267,2,185.875056,186.175802
      16202, 12494, 16253,2,186.168808,186.427590
      16203, 12534, 16227,2,186.427590,186.721343
      16204, 12508, 16195,2,186.707355,187.015096
      16205, 12501, 16159,2,187.015096,187.343819
      16206, 12501, 16137,2,187.343819,187.658555
      16207, 12500, 16106,2,187.658555,187.973290
      16208, 12506, 16076,2,187.980284,188.309007
      16209, 12501, 16056,2,188.316001,188.602760
      16210, 12569, 16035,2,188.616748,188.924489
      16211, 12546, 16014,2,188.924489,189.204254
      16212, 12536, 15981,2,189.211248,189.505001
      16213, 12535, 15956,2,189.511995,189.798753
      16214, 12532, 15920,2,189.812742,190.134471
      16215, 12529, 15898,2,190.141465,190.435218
      16216, 12532, 15873,2,190.442212,190.735965
      16217, 12604, 15855,2,190.742959,191.050700
      16218, 12579, 15823,2,191.064688,191.365435
      16219, 12574, 15791,2,191.372429,191.690661
      16220, 12571, 15769,2,191.697655,191.991408
      16221, 12569, 15739,2,192.005396,192.299149
      16222, 12565, 15712,2,192.313137,192.606890
      16223, 12580, 15681,2,192.613884,192.935613
      16224, 12657, 15673,2,192.949602,193.257343
      16225, 12630, 15638,2,193.271331,193.579072
      16226, 12615, 15609,2,193.586066,193.886813
      16227, 12619, 15584,2,193.900801,194.201548
      16228, 12618, 15558,2,194.201548,194.495301
      16229, 12620, 15533,2,194.502295,194.796048
      16230, 12626, 15501,2,194.796048,195.110783
      16231, 12714, 15491,2,195.110783,195.446500
      16232, 12684, 15462,2,195.446500,195.747247
      16233, 12672, 15434,2,195.747247,196.047994
      16234, 12672, 15404,2,196.047994,196.348741
      16235, 12670, 15377,2,196.355735,196.656482
      16236, 12673, 15351,2,196.656482,196.950235
      16237, 12685, 15317,2,196.950235,197.278958
      16238, 12779, 15323,2,197.292946,197.593693
      16239, 12750, 15285,2,197.600687,197.915422
      16240, 12739, 15255,2,197.915422,198.216169
      16241, 12730, 15232,2,198.223163,198.492437
      16242, 12732, 15197,2,198.492437,198.814166
      16243, 12733, 15171,2,198.807172,199.100925
      16244, 12743, 15148,2,199.114913,199.408666
      16245, 12756, 15119,2,199.415660,199.723401
      16246, 12821, 15119,2,199.730395,200.010159
      16247, 12808, 15088,2,200.017153,200.317900
      16248, 12801, 15047,2,200.310906,200.646624
      16249, 12800, 15023,2,200.646624,200.947371
      16250, 12807, 15001,2,200.954365,201.241123
      16251, 12815, 14969,2,201.255112,201.562853
      16252, 12829, 14945,2,201.569847,201.877588
      16253, 12894, 14943,2,201.891576,202.192323
      16254, 12874, 14908,2,202.199317,202.500064
      16255, 12869, 14884,2,202.507058,202.779828
      16256, 12879, 14856,2,202.779828,203.087569
      16257, 12883, 14828,2,203.087569,203.388316
      16258, 12899, 14802,2,203.388316,203.703051
      16259, 12902, 14767,2,203.703051,204.038769
      16260, 12979, 14775,2,204.038769,204.360498
      16261, 12963, 14737,2,204.360498,204.689221
      16262, 12960, 14712,2,204.682227,204.989968
      16263, 12959, 14676,2,204.982974,205.311698
      16264, 12974, 14647,2,205.311698,205.643918
      16265, 12978, 14622,2,205.636924,205.958653
      16266, 12990, 14616,2,205.965647,206.224429
      16267, 13070, 14622,2,206.217435,206.490206
      16268, 13051, 14580,2,206.490206,206.783958
      16269, 13048, 14546,2,206.790953,207.091699
      16270, 13052, 14518,2,207.105688,207.399440
      16271, 13058, 14489,2,207.413429,207.721170
      16272, 13068, 14465,2,207.728164,208.028911
      16273, 13077, 14435,2,208.028911,208.357634
      16274, 13171, 14452,2,208.357634,208.679363
      16275, 13151, 14411,2,208.679363,209.001092
      16276, 13143, 14382,2,209.001092,209.294845
      16277, 13145, 14357,2,209.301839,209.581604
      16278, 13152, 14333,2,209.588598,209.861368
      16279, 13161, 14304,2,209.868363,210.169109
      16280, 13177, 14282,2,210.169109,210.476850
      16281, 13194, 14258,2,210.469856,210.770603
      16282, 13254, 14261,2,210.770603,211.085338
      16283, 13241, 14226,2,211.099327,211.386085
      16284, 13252, 14193,2,211.386085,211.714809
      16285, 13257, 14176,2,211.721803,212.001567
      16286, 13263, 14146,2,212.015556,212.295320
      16287, 13276, 14119,2,212.309308,212.610055
      16288, 13289, 14101,2,212.617049,212.896814
      16289, 13352, 14113,2,212.910802,213.183572
      16290, 13344, 14073,2,213.197561,213.491314
      16291, 13345, 14047,2,213.491314,213.778072
      16292, 13357, 14022,2,213.778072,214.071825
      16293, 13370, 13993,2,214.071825,214.386560
      16294, 13384, 13972,2,214.379566,214.680313
      16295, 13397, 13948,2,214.680313,214.988054
      16296, 13469, 13966,2,214.995048,215.302789
      16297, 13458, 13924,2,215.295795,215.610530
      16298, 13460, 13896,2,215.596542,215.904283
      16299, 13465, 13875,2,215.911277,216.177053
      16300, 13482, 13851,2,216.177053,216.463812
      16301, 13502, 13827,2,216.477800,216.778547
      16302, 13516, 13798,2,216.792535,217.114264
      16303, 13592, 13825,2,217.114264,217.408017
      16304, 13576, 13783,2,217.415011,217.715758
      16305, 13581, 13755,2,217.729746,218.016505
      16306, 13589, 13728,2,218.016505,218.310258
      16307, 13600, 13706,2,218.310258,218.604011
      16308, 13624, 13677,2,218.604011,218.932734
      16309, 13637, 13659,2,218.939728,219.247469
      16310, 13713, 13689,2,219.247469,219.534228
      16311, 13703, 13646,2,219.534228,219.831478
      16312, 13702, 13607,2,219.824483,220.146213
      16313, 13712, 13585,2,220.139219,220.446960
      16314, 13724, 13564,2,220.446960,220.733718
      16315, 13735, 13539,2,220.733718,221.027471
      16316, 13753, 13519,2,221.020477,221.328218
      16317, 13767, 13560,2,221.321224,221.440124
      16318, 13829, 13517,2,221.419141,221.775841
      16319, 13830, 13476,2,221.768847,222.111559
      16320, 13842, 13445,2,222.111559,222.468258
      16321, 13846, 13425,2,222.475253,222.775999
      16322, 13870, 13404,2,222.775999,223.097729
      16323, 13882, 13389,2,223.104723,223.384487
      16324, 13898, 13363,2,223.384487,223.685234
      16325, 13965, 13387,2,223.699222,223.999969
      16326, 13963, 13345,2,224.006963,224.314704
      16327, 13970, 13325,2,224.314704,224.601463
      16328, 13982, 13297,2,224.608457,224.902210
      16329, 14002, 13277,2,224.902210,225.192466
      16330, 14021, 13253,2,225.192466,225.514195
      16331, 14039, 13231,2,225.514195,225.835924
      16332, 14102, 13265,2,225.828930,226.122683
      16333, 14095, 13223,2,226.122683,226.402447
      16334, 14108, 13197,2,226.402447,226.703194
      16335, 14116, 13169,2,226.703194,226.982959
      16336, 14135, 13155,2,226.982959,227.269718
      16337, 14151, 13131,2,227.269718,227.556476
      16338, 14175, 13113,2,227.563470,227.857223
      16339, 14238, 13150,2,227.857223,228.150976
      16340, 14240, 13106,2,228.150976,228.451723
      16341, 14249, 13077,2,228.451723,228.752470
      16342, 14261, 13048,2,228.752470,229.060211
      16343, 14274, 13032,2,229.067205,229.346969
      16344, 14297, 13013,2,229.346969,229.633728
      16345, 14317, 12990,2,229.633728,229.962451
      16346, 14389, 13033,2,229.962451,230.256204
      16347, 14389, 12992,2,230.263198,230.560448
      16348, 14398, 12964,2,230.560448,230.861195
      16349, 14413, 12936,2,230.861195,231.168936
      16350, 14430, 12915,2,231.168936,231.476677
      16351, 14447, 12895,2,231.476677,231.777424
      16352, 14472, 12873,2,231.770430,232.106147
      16353, 14489, 12925,2,232.106147,232.246029
      16354, 14543, 12879,2,232.239035,232.602729
      16355, 14548, 12849,2,232.595735,232.917464
      16356, 14552, 12826,2,232.924458,233.204223
      16357, 14570, 12804,2,233.197229,233.504970
      16358, 14595, 12778,2,233.497976,233.826699
      16359, 14616, 12767,2,233.819705,234.127446
      16360, 14635, 12752,2,234.120452,234.421199
      16361, 14687, 12783,2,234.421199,234.707957
      16362, 14700, 12747,2,234.693969,235.008704
      16363, 14709, 12725,2,235.008704,235.295463
      16364, 14730, 12695,2,235.288469,235.610198
      16365, 14748, 12675,2,235.603204,235.917939
      16366, 14764, 12667,2,235.910945,236.190710
      16367, 14782, 12649,2,236.183715,236.456486
      16368, 14843, 12687,2,236.456486,236.743245
      16369, 14851, 12649,2,236.729256,237.036997
      16370, 14866, 12623,2,237.036997,237.330750
      16371, 14883, 12600,2,237.330750,237.624503
      16372, 14903, 12587,2,237.631497,237.925250
      16373, 14927, 12573,2,237.925250,238.212008
      16374, 14939, 12547,2,238.212008,238.498767
      16375, 15008, 12596,2,238.498767,238.799514
      16376, 15006, 12556,2,238.799514,239.072284
      16377, 15017, 12530,2,239.079279,239.352049
      16378, 15039, 12509,2,239.359043,239.638808
      16379, 15052, 12494,2,239.645802,239.911578
      16380, 15072, 12473,2,239.911578,240.191343
      16381, 15098, 12464,2,240.177354,240.471107
      16382, 15162, 12517,2,240.464113,240.757866
      16383, 15165, 12476,2,240.764860,241.044624
      16384, 15180, 12446,2,241.044624,241.331383
      16385, 15196, 12426,2,241.331383,241.618142
      16386, 15215, 12408,2,241.625136,241.897906
      16387, 15236, 12392,2,241.897906,242.191659
      16388, 15260, 12374,2,242.184665,242.492406
      16389, 15330, 12443,2,242.485412,242.793153
      16390, 15325, 12395,2,242.786159,243.065923
      16391, 15343, 12367,2,243.058929,243.359676
      16392, 15358, 12342,2,243.352682,243.639441
      16393, 15383, 12321,2,243.639441,243.940188
      16394, 15407, 12304,2,243.947182,244.268911
      16395, 15424, 12290,2,244.254923,244.548675
      16396, 15451, 12278,2,244.541681,244.845925
      16397, 15489, 12324,2,244.838931,245.090719
      16398, 15499, 12291,2,245.090719,245.349501
