数据点,cx,cy,象限,FPGA(KF)计算角度(°),MATLAB计算角度(°)
       2034, 13843, 20212,1,137.038912,136.989953
       2035, 13848, 20193,1,136.996947,137.010935
       2036, 13843, 20193,1,137.010935,137.031918
       2037, 13886, 20163,1,137.038912,137.010935
       2038, 13865, 20181,1,137.017929,137.010935
       2039, 13851, 20185,1,137.024924,137.038912
       2040, 13855, 20194,1,137.045906,137.010935
       2041, 13847, 20198,1,137.017929,137.017929
       2042, 13849, 20199,1,137.024924,137.003941
       2043, 13843, 20203,1,137.010935,137.003941
       2044, 13888, 20159,1,137.003941,137.003941
       2045, 13872, 20170,1,137.003941,137.024924
       2046, 13861, 20183,1,137.024924,137.017929
       2047, 13849, 20194,1,137.031918,137.017929
       2048, 13845, 20195,1,137.031918,137.038912
       2049, 13851, 20192,1,137.038912,137.024924
       2050, 13848, 20189,1,137.031918,137.038912
       2051, 13902, 20153,1,137.045906,137.010935
       2052, 13878, 20169,1,137.031918,137.017929
       2053, 13864, 20180,1,137.024924,137.017929
       2054, 13850, 20188,1,137.031918,137.024924
       2055, 13850, 20194,1,137.038912,137.031918
       2056, 13845, 20191,1,137.038912,137.045906
       2057, 13844, 20192,1,137.052900,137.052900
       2058, 13905, 20143,1,137.059894,137.045906
       2059, 13881, 20169,1,137.052900,137.024924
       2060, 13865, 20185,1,137.038912,137.017929
       2061, 13856, 20189,1,137.017929,137.010935
       2062, 13851, 20192,1,137.017929,137.010935
       2063, 13847, 20197,1,137.024924,137.010935
       2064, 13841, 20192,1,137.017929,137.038912
       2065, 13841, 20138,1,137.045906,137.206770
       2066, 13883, 20164,1,137.220759,137.150818
       2067, 13863, 20167,1,137.164806,137.150818
       2068, 13853, 20185,1,137.164806,137.129835
       2069, 13846, 20193,1,137.143823,137.108853
       2070, 13847, 20190,1,137.115847,137.101859
       2071, 13847, 20208,1,137.108853,137.038912
       2072, 13844, 20196,1,137.045906,137.045906
       2073, 13889, 20163,1,137.045906,137.010935
       2074, 13868, 20179,1,137.017929,137.017929
       2075, 13860, 20189,1,137.017929,137.003941
       2076, 13856, 20185,1,137.003941,137.017929
       2077, 13852, 20195,1,137.017929,137.003941
       2078, 13845, 20196,1,137.010935,137.017929
       2079, 13844, 20197,1,137.017929,137.010935
       2080, 13896, 20153,1,137.017929,137.017929
       2081, 13870, 20174,1,137.024924,137.024924
       2082, 13858, 20181,1,137.024924,137.031918
       2083, 13855, 20190,1,137.045906,137.024924
       2084, 13850, 20195,1,137.031918,137.017929
       2085, 13842, 20195,1,137.024924,137.031918
       2086, 13847, 20194,1,137.038912,137.045906
       2087, 13908, 20144,1,137.038912,137.024924
       2088, 13879, 20166,1,137.031918,137.024924
       2089, 13867, 20181,1,137.031918,137.010935
       2090, 13849, 20188,1,137.024924,137.031918
       2091, 13849, 20197,1,137.045906,137.010935
       2092, 13847, 20196,1,137.031918,137.017929
       2093, 13849, 20191,1,137.024924,137.031918
       2094, 13859, 20137,1,137.031918,137.171800
       2095, 13885, 20173,1,137.171800,137.094865
       2096, 13867, 20177,1,137.094865,137.080876
       2097, 13839, 20183,1,137.080876,137.115847
       2098, 13848, 20189,1,137.108853,137.101859
       2099, 13847, 20195,1,137.108853,137.073882
       2100, 13847, 20196,1,137.087871,137.059894
       2101, 13844, 20196,1,137.073882,137.052900
       2102, 13889, 20160,1,137.059894,137.038912
       2103, 13868, 20178,1,137.045906,137.031918
       2104, 13863, 20191,1,137.031918,136.996947
       2105, 13853, 20188,1,137.003941,137.010935
       2106, 13848, 20190,1,137.010935,137.031918
       2107, 13848, 20196,1,137.031918,137.024924
       2108, 13839, 20198,1,137.024924,137.038912
       2109, 13893, 20153,1,137.038912,137.031918
       2110, 13867, 20173,1,137.038912,137.045906
       2111, 13858, 20183,1,137.045906,137.045906
       2112, 13855, 20193,1,137.045906,137.031918
       2113, 13853, 20187,1,137.031918,137.038912
       2114, 13849, 20191,1,137.038912,137.031918
       2115, 13840, 20198,1,137.045906,137.045906
       2116, 13901, 20151,1,137.052900,137.031918
       2117, 13875, 20170,1,137.038912,137.024924
       2118, 13863, 20184,1,137.031918,137.024924
       2119, 13859, 20184,1,137.024924,137.017929
       2120, 13848, 20199,1,137.031918,137.003941
       2121, 13843, 20199,1,137.017929,137.010935
       2122, 13845, 20199,1,137.017929,137.003941
       2123, 13907, 20139,1,137.017929,137.017929
       2124, 13885, 20163,1,137.024924,137.010935
       2125, 13865, 20180,1,137.024924,137.017929
       2126, 13852, 20183,1,137.024924,137.045906
       2127, 13849, 20195,1,137.045906,137.031918
       2128, 13845, 20196,1,137.038912,137.031918
       2129, 13843, 20197,1,137.045906,137.031918
       2130, 13843, 20196,1,137.045906,137.038912
       2131, 13892, 20160,1,137.052900,137.024924
       2132, 13867, 20179,1,137.031918,137.017929
       2133, 13859, 20189,1,137.024924,137.003941
       2134, 13852, 20190,1,137.010935,137.010935
       2135, 13847, 20198,1,137.017929,137.010935
       2136, 13849, 20197,1,137.017929,137.010935
       2137, 13843, 20197,1,137.010935,137.010935
       2138, 13895, 20155,1,137.024924,137.010935
       2139, 13864, 20175,1,137.024924,137.024924
       2140, 13859, 20179,1,137.031918,137.031918
       2141, 13851, 20192,1,137.045906,137.031918
       2142, 13851, 20193,1,137.038912,137.024924
       2143, 13841, 20198,1,137.031918,137.031918
       2144, 13839, 20194,1,137.045906,137.059894
       2145, 13900, 20146,1,137.066888,137.045906
       2146, 13871, 20168,1,137.066888,137.059894
       2147, 13861, 20181,1,137.066888,137.052900
       2148, 13856, 20189,1,137.059894,137.038912
       2149, 13852, 20192,1,137.045906,137.031918
       2150, 13848, 20200,1,137.038912,137.010935
       2151, 13847, 20197,1,137.024924,137.010935
       2152, 13904, 20139,1,137.024924,137.038912
       2153, 13882, 20167,1,137.038912,137.017929
       2154, 13861, 20177,1,137.038912,137.038912
       2155, 13854, 20193,1,137.045906,137.017929
       2156, 13853, 20195,1,137.031918,137.003941
       2157, 13849, 20198,1,137.010935,137.003941
       2158, 13847, 20194,1,137.010935,137.017929
       2159, 13844, 20196,1,137.024924,137.024924
       2160, 13881, 20158,1,137.017929,137.038912
       2161, 13868, 20178,1,137.052900,137.024924
       2162, 13857, 20189,1,137.038912,137.024924
       2163, 13851, 20193,1,137.031918,137.017929
       2164, 13849, 20191,1,137.024924,137.024924
       2165, 13846, 20195,1,137.038912,137.031918
       2166, 13842, 20193,1,137.045906,137.045906
       2167, 13887, 20156,1,137.059894,137.045906
       2168, 13869, 20177,1,137.052900,137.038912
       2169, 13854, 20188,1,137.052900,137.038912
       2170, 13854, 20188,1,137.045906,137.038912
       2171, 13850, 20191,1,137.045906,137.031918
       2172, 13846, 20196,1,137.045906,137.031918
       2173, 13840, 20197,1,137.038912,137.045906
       2174, 13895, 20152,1,137.052900,137.038912
       2175, 13873, 20171,1,137.038912,137.045906
       2176, 13866, 20187,1,137.045906,137.010935
       2177, 13856, 20192,1,137.017929,136.996947
       2178, 13847, 20195,1,137.003941,137.010935
       2179, 13853, 20193,1,137.010935,137.010935
       2180, 13855, 20196,1,137.010935,136.989953
       2181, 13913, 20145,1,137.003941,136.975965
       2182, 13883, 20166,1,136.982959,136.982959
       2183, 13863, 20182,1,136.989953,136.996947
       2184, 13859, 20188,1,136.996947,136.989953
       2185, 13851, 20199,1,136.996947,136.982959
       2186, 13847, 20200,1,136.989953,136.989953
       2187, 13841, 20194,1,136.989953,137.017929
       2188, 13849, 20131,1,137.024924,137.185788
       2189, 13887, 20173,1,137.199776,137.108853
       2190, 13863, 20173,1,137.115847,137.108853
       2191, 13857, 20185,1,137.115847,137.094865
       2192, 13848, 20190,1,137.101859,137.073882
       2193, 13849, 20192,1,137.080876,137.052900
       2194, 13845, 20192,1,137.080876,137.066888
       2195, 13841, 20203,1,137.080876,137.045906
       2196, 13885, 20156,1,137.059894,137.052900
       2197, 13873, 20178,1,137.066888,137.024924
       2198, 13863, 20193,1,137.038912,136.989953
       2199, 13851, 20192,1,136.996947,137.003941
       2200, 13846, 20191,1,137.010935,137.017929
       2201, 13849, 20196,1,137.024924,137.017929
       2202, 13847, 20195,1,137.024924,137.024924
       2203, 13898, 20153,1,137.031918,137.010935
       2204, 13873, 20176,1,137.017929,136.996947
       2205, 13857, 20185,1,137.010935,137.017929
       2206, 13855, 20185,1,137.017929,137.024924
       2207, 13855, 20195,1,137.031918,137.003941
       2208, 13846, 20196,1,137.010935,137.010935
       2209, 13845, 20196,1,137.017929,137.024924
       2210, 13901, 20144,1,137.031918,137.031918
       2211, 13874, 20166,1,137.038912,137.038912
       2212, 13859, 20182,1,137.045906,137.045906
       2213, 13854, 20189,1,137.045906,137.038912
       2214, 13847, 20192,1,137.038912,137.045906
       2215, 13845, 20194,1,137.052900,137.052900
       2216, 13848, 20202,1,137.059894,137.024924
       2217, 13912, 20150,1,137.024924,136.982959
       2218, 13881, 20166,1,136.996947,136.996947
       2219, 13869, 20178,1,137.003941,136.996947
       2220, 13854, 20181,1,137.003941,137.024924
       2221, 13845, 20193,1,137.038912,137.031918
       2222, 13848, 20191,1,137.045906,137.038912
       2223, 13843, 20197,1,137.052900,137.038912
       2224, 13835, 20191,1,137.045906,137.073882
       2225, 13887, 20164,1,137.080876,137.045906
       2226, 13868, 20178,1,137.059894,137.031918
       2227, 13857, 20188,1,137.045906,137.031918
       2228, 13851, 20186,1,137.038912,137.038912
       2229, 13852, 20193,1,137.052900,137.031918
       2230, 13845, 20198,1,137.045906,137.031918
       2231, 13844, 20192,1,137.045906,137.038912
       2232, 13893, 20158,1,137.052900,137.031918
       2233, 13875, 20172,1,137.038912,137.024924
       2234, 13862, 20178,1,137.031918,137.031918
       2235, 13851, 20191,1,137.045906,137.031918
       2236, 13849, 20192,1,137.038912,137.038912
       2237, 13848, 20197,1,137.038912,137.024924
       2238, 13854, 20197,1,137.024924,136.996947
       2239, 13901, 20150,1,137.010935,137.003941
       2240, 13876, 20174,1,137.003941,136.989953
       2241, 13861, 20187,1,137.003941,136.989953
       2242, 13853, 20192,1,137.003941,136.989953
       2243, 13856, 20191,1,136.996947,136.989953
       2244, 13847, 20191,1,136.996947,137.010935
       2245, 13843, 20193,1,137.024924,137.038912
       2246, 13913, 20146,1,137.045906,137.010935
       2247, 13881, 20176,1,137.017929,136.982959
       2248, 13863, 20180,1,136.982959,136.996947
       2249, 13853, 20188,1,136.996947,137.010935
       2250, 13855, 20187,1,137.017929,137.017929
       2251, 13839, 20195,1,137.024924,137.045906
       2252, 13842, 20194,1,137.052900,137.052900
       2253, 13847, 20210,1,137.052900,137.010935
       2254, 13888, 20173,1,137.010935,136.975965
       2255, 13875, 20189,1,136.975965,136.934000
       2256, 13859, 20195,1,136.940994,136.940994
       2257, 13846, 20193,1,136.934000,136.975965
       2258, 13850, 20195,1,136.975965,136.982959
       2259, 13847, 20190,1,136.982959,137.010935
       2260, 13847, 20201,1,137.010935,136.996947
       2261, 13897, 20160,1,137.003941,136.975965
       2262, 13879, 20171,1,136.982959,136.982959
       2263, 13853, 20188,1,136.989953,137.003941
       2264, 13849, 20191,1,137.010935,137.010935
       2265, 13845, 20196,1,137.031918,137.024924
       2266, 13845, 20198,1,137.038912,137.024924
       2267, 13845, 20196,1,137.031918,137.017929
       2268, 13905, 20150,1,137.038912,137.010935
       2269, 13871, 20174,1,137.017929,137.010935
       2270, 13863, 20179,1,137.024924,137.024924
       2271, 13851, 20192,1,137.031918,137.024924
       2272, 13853, 20195,1,137.031918,137.003941
       2273, 13852, 20188,1,137.017929,137.024924
       2274, 13844, 20191,1,137.031918,137.045906
       2275, 13904, 20149,1,137.052900,137.024924
       2276, 13880, 20164,1,137.031918,137.038912
       2277, 13862, 20187,1,137.038912,137.017929
       2278, 13860, 20188,1,137.024924,137.003941
       2279, 13855, 20185,1,137.010935,137.017929
       2280, 13847, 20199,1,137.024924,137.010935
       2281, 13839, 20192,1,137.017929,137.052900
       2282, 13844, 20131,1,137.052900,137.227753
       2283, 13883, 20165,1,137.241741,137.157812
       2284, 13869, 20179,1,137.178794,137.115847
       2285, 13861, 20185,1,137.122841,137.080876
       2286, 13851, 20194,1,137.087871,137.052900
       2287, 13847, 20195,1,137.066888,137.045906
       2288, 13843, 20198,1,137.059894,137.038912
       2289, 13840, 20197,1,137.052900,137.045906
       2290, 13895, 20158,1,137.059894,137.031918
       2291, 13873, 20171,1,137.038912,137.031918
       2292, 13858, 20185,1,137.038912,137.024924
       2293, 13853, 20188,1,137.031918,137.038912
       2294, 13847, 20192,1,137.038912,137.038912
       2295, 13849, 20195,1,137.045906,137.038912
       2296, 13849, 20202,1,137.031918,137.003941
       2297, 13898, 20153,1,137.010935,137.003941
       2298, 13872, 20170,1,137.010935,137.010935
       2299, 13858, 20187,1,137.024924,137.010935
       2300, 13852, 20189,1,137.017929,137.010935
       2301, 13849, 20199,1,137.031918,137.003941
       2302, 13851, 20193,1,137.010935,137.010935
       2303, 13845, 20192,1,137.010935,137.031918
       2304, 13903, 20149,1,137.031918,137.010935
       2305, 13874, 20172,1,137.024924,137.024924
       2306, 13865, 20176,1,137.024924,137.031918
       2307, 13853, 20186,1,137.031918,137.045906
       2308, 13847, 20193,1,137.045906,137.038912
       2309, 13843, 20200,1,137.052900,137.038912
       2310, 13843, 20195,1,137.045906,137.045906
       2311, 13918, 20146,1,137.045906,136.996947
       2312, 13888, 20164,1,137.003941,136.989953
       2313, 13867, 20180,1,136.996947,136.996947
       2314, 13854, 20184,1,136.996947,137.010935
       2315, 13850, 20189,1,137.024924,137.024924
       2316, 13849, 20191,1,137.038912,137.038912
       2317, 13839, 20198,1,137.038912,137.052900
       2318, 13846, 20196,1,137.052900,137.038912
       2319, 13887, 20159,1,137.045906,137.038912
       2320, 13872, 20180,1,137.038912,137.017929
       2321, 13863, 20188,1,137.024924,136.996947
       2322, 13853, 20192,1,136.996947,136.996947
       2323, 13844, 20195,1,137.003941,137.017929
       2324, 13844, 20195,1,137.017929,137.031918
       2325, 13842, 20195,1,137.031918,137.045906
       2326, 13896, 20146,1,137.045906,137.045906
       2327, 13868, 20175,1,137.059894,137.052900
       2328, 13857, 20179,1,137.059894,137.066888
       2329, 13856, 20197,1,137.066888,137.031918
       2330, 13852, 20194,1,137.031918,137.017929
       2331, 13848, 20196,1,137.024924,137.017929
       2332, 13842, 20199,1,137.017929,137.031918
       2333, 13902, 20146,1,137.017929,137.024924
       2334, 13880, 20167,1,137.031918,137.017929
       2335, 13863, 20179,1,137.024924,137.024924
       2336, 13849, 20188,1,137.031918,137.038912
       2337, 13848, 20195,1,137.038912,137.038912
       2338, 13845, 20197,1,137.038912,137.038912
       2339, 13847, 20190,1,137.045906,137.038912
       2340, 13908, 20141,1,137.045906,137.038912
       2341, 13877, 20169,1,137.045906,137.031918
       2342, 13863, 20179,1,137.038912,137.031918
       2343, 13861, 20183,1,137.045906,137.031918
       2344, 13851, 20187,1,137.038912,137.045906
       2345, 13845, 20201,1,137.045906,137.024924
       2346, 13848, 20197,1,137.031918,137.017929
       2347, 13847, 20175,1,137.024924,137.066888
       2348, 13892, 20167,1,137.087871,137.024924
       2349, 13869, 20176,1,137.038912,137.017929
       2350, 13849, 20187,1,137.038912,137.045906
       2351, 13849, 20190,1,137.045906,137.045906
       2352, 13849, 20195,1,137.052900,137.045906
